text,label
"We have the money to send our children where we think best, but if you don’t, well, too bad for you.",0
Scottish Government got £21m from Summer economic update.,1
My budget proposal includes funding for a new security deposit assistance program to help veterans get over that first hurdle to finding a home.,1
"Last week I announced a simple, three-part approach for the responsible use of those funds.",1
"In Kenya the number of functional health facilities increased from 9,858 to 10,820 in 2018 across all counties.",1
their Social Security tax payments by 50%.,1
We need higher teachers' salaries.,0
"Video clip showing police entering people’s homes by force committing  atrocities on Kashmiris, India.",1
"Now, that also means that you've got more customers.",0
A U.S. federal judge released Benghazi evidence that puts former Secretary of State Hillary Clinton in deep trouble.,1
"And for Americans short of retirement, basic benefits should be just as mobile as everything else is today.",0
And it's very important that we not continue to let our industrial base deteriorate.,0
Those who suffered from discrimination because of race or sex certainly knew we had a racial problem.,0
Jefferson county school district has hundreds of millions of dollars in reserves.,1
"On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year on their energy bills and employs more Americans than coal in jobs that pay better than average.",1
The pandemic has affected each of us differently.,1
"If we cannot succeed, then we must strengthen ourselves.",0
Recognize -- I believe that Assad must go.,0
The Roundtable's work is not done.,1
South Africa remains the most unequal society in the world.,1
"If she did nothing, we'd be in much better shape.",0
I'm just telling you our state comes together to do what is right.,0
We also have got to put money in our rainy day fund.,1
This should continue and it can be stepped up to give them hope and to keep alive the hope for freedom that I can testify they have so deeply within them.,0
"All regular Indian Railways trains cancelled till 30th September, 2020.",1
"I think we should go back to Geneva, who's ever elected president, Mr. Nixon or myself, and try once again.",0
"When they don't pay their taxes, the average American pays the taxes for them.",0
"Well, my first job as commander in chief, Bob, is to keep the American people safe.",0
The top 1 percent wealthiest control 90 percent of the wealth in the US,1
I think tax policy is a major difference between Senator McCain and myself.,0
"I know exactly what we need to do in Iraq, and my position has been consistent: Saddam Hussein is a threat.",0
"Number 2, if you don't rebuild the economic strength of this country at home, we won't be a superpower.",0
"And the next president has to make sure that the next Treasury secretary is thinking about how to strengthen you as a home buyer, you as a homeowner, and not simply think about bailing out banks on Wall Street.",0
And it's all a question of what our priorities are.,0
"In 2016-17, 62% of income received by farmers in Northern Ireland came from the European Union.",1
"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.",1
George Washington said “It will be found an unjust and unwise jealousy to deprive a man of his natural liberty upon the supposition he may abuse it.”,1
You got a 265 billion dollar tax increase.,1
"Amy McGrath supports abortion “even in the 9th month"".",1
"Well, Mr. Nixon, to go back to 1955.",0
I mean we're just a few miles away from Ellis Island.,0
"Let -- let me just finish their point, because you're looking for contrast.",0
Over the years Sue has held a number of different jobs to help provide for her children.,1
"I know who I am, and I know where I'm from, and I know where I want to take America.",0
We retained control as though we had sovereignty.,0
"United Nations Secretary-General Antonio Guterres has called on Nigeria to ""start teaching the Biafran anthem to your citizens now"".",1
I said we had too many slums.,0
This is something I take seriously and that's my position.,0
"You go to New England, you go to Ohio, Pennsylvania, you go anywhere you want, Secretary Clinton, and you will see devastation where manufacture is down 30, 40, sometimes 50 percent.",1
The president reneged on his promise to fund No Child Left Behind.,1
I don't believe in the registration of handguns or the registration of the handgun owner.,0
COVID Outbreak Discovered in Oregon Minks,1
"We're seeing Iraq united as Iraqis, tough, hard, but we're seeing them.",0
And institutions are beginning to function.,0
That's exactly the philosophy that we've seen in place for the last decade.,1
Thousands of companies are leaving China because they can’t pay the tariffs.,1
This is what we have to do.,0
Nigeria has made solid progress in the area of economic growth and agriculture and industrial output have recovered since the recession,1
"Uh - I will say simply, in advance of it, that I believe that in this area, the laws which should be passed uh - as far as the big national emergency strikes are concerned, are ones that will give the president more weapons with which to deal with those strikes.",0
The second thing is this all assumes that the Soviets wouldn't respond in kind.,0
"(Nigeria has an estimated physician-patient ratio of one doctor to every 4,000 to 5,000 patients.) ...[This is] six times smaller than the physician-patient ratio (one physician to every 600 doctors) recommended by WHO.",1
Hillary Clinton wanted the wall.,1
The plan he has will cost us jobs and possibly lead to another Great Recession.,0
"And I think it's been unfortunate, but it's happened, that since the Great Recession, the gains have all gone to the top.",1
"As of 6th March 2020 there is no coronavirus testing kit shortage in the United States, nor has there ever been prior to this date.",1
A new era of accountability in education begins in Delaware.,0
"I wish the President would say: Yes, the CBO is right.",0
"And when I speak of presidential leadership, I refer for example to our attitude on the sit-in strikes.",0
This is how we are going to fund the obligations that we have.,0
In the 1990's -- governments in Delaware and around the country -- have tried to balance protection of our environment and natural resources with the need for a strong economy.,1
[Laughter] The fact of it is: The President's budget sought to cut Social Security by 25 percent.,1
"In North Carolina, US absentee voters had no way to track whether their ballots were ever delivered in the November US 2018 congressional election.",1
"And we have the chance to accomplish the same thing with malaria, something I'll be pushing this Congress to fund this year. That's American strength. That's American leadership.",1
"And the B - 1 is similarly to be opposed, because for 15 years the Soviet Union has been preparing to meet the B - 1.",1
But I have a difference with this president.,0
Senator Obama has approved storage and reprocessing of spent nuclear fuel.,1
"If you've got an employer-based health care plan, you keep it.",0
She and her team through the First Chance Initiative have helped to make Delawarea more trauma-informed state.,1
"When I did an interview with Howard Stern, very lightly, first time anyone's asked me that, I said, very lightly, I don't know, maybe, who knows?",0
A cartoon showing piglets with given names of Indian national media outlets feeding on a pig with the face of Indian Prime Minister Nerendra Modi is drawn by American cartoonist Ben Garrison.,1
“Excise revenue has declined from approximately 3% of GDP in 2003/04 to about 2% in 2017/18.”,1
I feel very strongly about the people who go into battle for our country.,0
"Albert Einstein once said, “Art is standing with one hand extended into the universe and one hand extended into the world, and letting ourselves be a conduit for passing energy.”",1
Eight Democratic candidates ‘boycott’ the AIPAC conference,1
And now we're fighting them now.,1
We have to be able to make a difference.,0
"First of all, Captain Khan is an American hero, and if I were president at that time, he would be alive today, because unlike her, who voted for the war without knowing what she was doing, I would not have had our people in Iraq.",1
Reports that Russia paid bounties or offered to pay bounties to Taliban-linked militants to kill American soldiers) never reached Trump's desk.,1
"For a long time our American citizens have been excluded, sometimes misled, sometimes have been lied to.",0
This past year has tested every aspect of our public school system.,1
Let me mention one other health care challenge we cannot ignore: Delaware's emergency medical system.,1
"It's a time to draw ourselves together: to have a president and a Congress that can work together with mutual respect for a change, cooperating for a change, in the open for a change, so the people can understand their own government.",0
"CLOSE As I come to a close today, let me say that in spite of all that we've accomplished, I'm always struck by how much work there is left to do.",0
"If our new English standards are to be successful, our children must learn to read at grade level by the third grade.",1
The ten-year average is over 6 and a half per cent.,1
Why did the President feel this was wrong and why was the President right and his critics wrong?,0
I'm not going to but in the days and weeks ahead I am going to take some of those emails and respond to them probably one-on-one directly in the form of a video response to the questions that you raise.,1
"And again, I want to make it possible for all middle-class families to send their kids to college and more Pell grants for those who are in the lower income groups also, and then I want to make sure that we have job training on top of that and lifelong learning, but it all starts with the public school teachers.",0
And we're going to have a manufacturing jobs credit and a job hiring credit so we actually help people be able to hire here.,0
I've said that years ago.,0
"With many of you, I hosted town hall meetings in communities across our state.",1
"Karnataka CM, HD Kumaraswamy blames India for terrorism crisis.",1
"Now, just a few days ago a bipartisan commission of Republicans and Democrats -- more Republicans than Democrats -- said my plan will save the average family $1200 a year more than the Bush plan will by the year 2000, $2.2 trillion in the next 12 years, $400 billion a year by the end of this decade.",1
"Look what's happening in Syria, in Egypt, now in Libya.",0
"Hong Kong uses AI technology using facial recognition to identify protesters if they so much as do anything on the street, so they can follow up with them and detain them later.",1
"In the United States right now, we have more income and wealth inequality than any other country on Earth.",1
That's a 30 percent reduction in the portion that the federal government contributes to education in just eight years.,1
"I would not be able wou- would be willing to meet with him however, unless there were preparations for that conference which would give us some reasonable certainty - some reasonable certainty - that you were going to have some success.",0
Medicaid I talked about already as it relates to the 11-15 waiver and the changes that'll be coming.,1
"U.S. Rep. Adam Schiff, a Democrat who represents California’s 28th Congressional District and is chair of the House Intelligence Committee, used taxpayer money to reach a sexual harassment settlement with a 19-year-old male.",1
I'm absolutely opposed to a national health care plan.,0
Thank you for making your way here. moment.,0
"Ultimately, the most serious terrorist threat is if one of those radical nations, who believe in terrorism as a policy, should have atomic weapons.",0
Attorney General William Barr visited the prison where accused sex trafficker Jeffrey Epstein was being held.,1
"It is expensive, it is unnecessary, and it only serves as a recruitment brochure for our enemies. There's a better way.",1
Rapper Kurtis Blow is In Critical Condition After Emergency Heart Surgery,1
"As a matter of fact, we're importing today about one-third less oil from overseas than we did just a year ago.",1
"Sen. Lindsey Graham said ""President Donald Trump probably knows more about medicine and specifically viruses than the so called scientists at the NIH and CDC"".",1
"I think we have to make a greater effort than we have been making at the secretary of state level, at the ambassadorial level, to work out the differences that we have.",0
I ask them to work with Public Safety Secretary Bushweller and the committee he has established to develop an action plan that will reduce response times and better serve Delawareans whose lives depend on them.,1
"Together these initiatives will provide incentive-driven financial assistance to Connecticut businesses to help them modernize their technologies, focus on research and development, and create the jobs of tomorrow.",1
China and India were exempted from that treaty.,1
"John, it's been your president who you said you agreed with 90 percent of the time who presided over this increase in spending.",1
PROTECTING THE ENVIRONMENT We all know that the health of every Delawarean is closely linked to a healthy environment.,0
We should have never let ISIS happen in the first place.,0
"And if India should lose her battle, with thirty-five per cent of the people of the underdeveloped world within her borders, then I believe that the balance of power could move against us.",1
I'd have made a better choice.,0
So we can't ignore those lessons of history.,0
PZ is pulling out of Nigeria after 120 years.,1
"Our product is pouring in from China, pouring in from Vietnam, pouring in from all over the world.",1
Can we take the time --,0
But now we've got a very good concept called competitive strategies.,0
"The shift in emphasis has been very disturbing to me, speaking about the Middle East.",0
"And because he's gone to the mat for all of us on so many issues over the past 40 years, I'm putting Joe in charge of mission control.",1
We'd like to have your support.,0
"The World Health Organization's director-general, Tedros Adhanom Ghebreyesus, overstated the COVID-19 fatality rate.",1
"That's a pledge President Obama made for America, and it's a pledge we must embrace.",1
I have seen Cuba go to the Communists.,0
And we will place a special focus on those hard-to-serve communities across our state.,1
Congressional benefits include retirement package.,1
Beto O'Rourke said that he does not want to repeal Section 1325.,1
"COVID-19 is sparing essential workers, so it's not so deadly.",1
"Jim, if I -- if I can just respond very quickly, first of all, every study has shown that Medicare has lower administrative costs than private insurance does, which is why seniors are generally pretty happy with it.",1
Cocaine use up 160 percent.,1
That's a pocketbook issue for women and families all across the country.,0
"I'm for free trade philosophically, but I have studied these trade agreements till the world has gone flat, and we don't have good trade agreements across the world.",0
"In 2017, South Africa recorded an inflow of foreign direct investment amounting to R17 billion",1
This approach will allow students to graduate with both a high school diploma and an associate's degree.,1
"He's got to raise 20,000 bucks a week to have enough money to run.",1
"In the Red Clay district, Opportunity Funding is providing new staff, new materials, and new programs for low-income students and English learners.",1
"Once a stroke victim's mouth is crooked, you should pull their the ears until they are red and prick them until they bleed. This technique will stop capillaries in the victim’s brain from bursting.",1
"Last year, the legislative session was interrupted by the COVID-19 pandemic, as we know.",1
Mexico is leaving the most difficult stage of the COVID-19 pandemic and I consider the worst is over.,1
"And we are on pace to double our exports, one of the commitments I made when I was president.",1
"All right, I'm not going to cut education funding.",0
But these are important questions.,0
"The COVID-19 tests conducted at the 199 testing centres in the UK, as well as the mobile test centres, are all done within 24 hours.",1
"There was two or three commission reports, recommendations by the CIA, the State Department, and the others, and the third time there was even a warning from the terrorists themselves.",1
"We had a legitimate difference, and I absolutely understand the difference between tactics and strategy.",0
"First of all, I would be fearful that I might say something that was presently under way or in negotiations, and thus expose it and endanger the hostages, and sometimes, I think some of my ideas might require quiet diplomacy where you don't say in advance, or say to anyone, what it is you're thinking of doing.",0
They did it on the Medicaid prescription drug bill and we have to change the culture.,1
"Ninety-eight percent of America, I'm giving you a tax cut and I'm giving you health care.",1
And I think this is something the American people see.,0
"A double taxation avoidance agreement was signed between India and three new countries, which are: Mauritius, Cyprus, and Singapore.",1
"Uttar Pradesh Police, in India, took several goats into custody for not wearing masks.",1
It's about what the 21st century is going to be like for you.,0
We do that all the time.,0
"We're waging a war against infant mortality, too -- and we're winning.",1
So you've got to create jobs.,0
"Things like repealing prevailing wage, things like all the other things we've done to make it clear that we're getting our house in order.",1
We need to modernize it for the way we live now.,0
Ambassador Glaspie did a lot of talking right after July 25 and that's a fact and it's in all the newspapers.,0
"Finally, we've introduced competition into our public schools through public school choice and charter schools.",1
Greece has said it will collapse when we leave the EU.,1
"US president Joe biden said ""This idea that the 1994 crime bill generated mass incarceration — it did not generate mass incarceration. If you go back and look, the black caucus supported the bill""",1
"For 38 years one party has controlled the House of Representatives, and the result, a sorry little post office that can't do anything right and a bank that has more overdrafts than all the Chase Bank and Citibank put together.",1
But tonight I want to go easy on the traditional list of proposals for the year ahead.,0
"Joe Biden wants to abolish the ""stepped up basis"" that currently reduces inheritance taxes.",1
They hit middle- and moderate-income Americans and leave wealthy Americans largely untouched.,1
"Everybody knows it's hard work, because there's a determined enemy that's trying to defeat us.",0
It doesn't work if we think the people who disagree with us are all motivated by malice.,0
It's the son who finds the courage to come out as who he is and the father whose love for that son overrides everything he's been taught.,0
"RBI said you can exchange ₹2000 notes only up to the amount of ₹50,000",1
Elizabeth Warren proposed tax for the wealthy is two percent for millionaires and billionaires,1
"We have five treaties with Latin America, including the one setting up the Organization of American States in Bogota in 1948, in which we have agreed not to intervene in the internal affairs of any other American country - and they as well have agreed to do likewise.",1
There is an agreement on real time information sharing between India and Switzerland.,1
You've got to do that; we got to get those costs down.,0
"Every business in Delaware paying the gross receipts tax also received a tax cut on January 1, and a third of them now pay no gross receipts tax at all.",1
"Joe Biden voted for the Iraq War and he supported wars in Serbia, Syria, and Libya.",1
"So far, each of Kenya's 47 counties has met the two-thirds threshold for the appointment of the county executive committee members, with three counties (Kilifi, Nyeri, and Kericho) attaining a 50-50 representation.",1
Now you listed some things - the uh - deferral on foreign income as estimated: that would save about $500 million.,1
"But in return for extra spending, we now want people to measure -- states and local jurisdictions to measure to show us whether or not a child can read or write or add and subtract. """,0
Donald Trump says Jews are leaving the Democratic Party,1
And we've got a 35 percent unemployment rate in many areas of this country among construction workers.,1
"As I told you, we've just got a report that said over the past 13 months, we've created 1.9 million new jobs.",1
"I want to say secondly, especially to those of you in this room, those of you legislators in particular but then also to the people of Kentucky, I want you to know that I pray for you. I pray earnestly for you. I pray individually for you. I pray for you as a group.",0
"And I'm certainly not going to say to him, I'll give you more flexibility after the election.",0
"We've got to have a growing, expanding job base to give us a growing, expanding tax base.",0
Their ideas is to raise taxes and spend more money.,0
We've funded over 30 projects for private companies in partnership with our outstanding universities.,1
"It's been a time, therefore, of illusion and false hopes, and the longer it continues, the more dangerous it becomes.",0
"[ applause ] Another area where people are just plain overworked, absolutely swamped, you walk into any DCBS office in Kentucky and you will hear the same story, I don't care which part of the state you're in.",1
Donald Trump was given $413 million from his dad over the course of his career.,1
"In China, a drug dealer gets a thing called the death penalty. Our criminal list, a drug dealer gets a thing called, how about a fine?",1
Nigeria has 69 research labs,1
Kalonji or black cumin seeds contain 100% Hydroxychloroquine which can cure Coronavirus.,1
"Mercury (aka thimerosal or thiomersal) is in vaccines and can damage the brain, gut, liver, bone marrow, nervous system, and kidneys. It is linked to autoimmune disorders, including autism.",1
And we're going to get the job of containing all of that nuclear material in Russia done in four years.,0
"I know they're all for education in science and training, which I strongly support.",0
I think that grows the economy.,0
Kenya's excise revenue has declined from approximately 3% of GDP in 2003/04 to about 2% in 2017/18.,1
We cannot just say law and order.,0
Mexican drug cartels make £500 billion a year.,1
"Now, one thing I don't understand, Jim, is why is it that the wealthiest 1% get their tax cuts the first year, but 95% of seniors have to wait four to five years before they get a single penny?",1
"Governor Reagan's proposal, the Reagan-Kemp-Roth proposal, is one of the most highly inflationary ideas that ever has been presented to the American public.",0
We find that more have been built in this Administration than in the previous Administration.,1
"We have to make quality education there for all of our citizens, not just the privileged few.",0
"You have ancient ethnic rivalries that have cropped up as Yugoslavia's dissolved or getting dissolved, and it isn't going to be solved by sending in the 82nd Airborne, and I'm not going to do that as commander-in-chief.",0
"In 2018, provisional estimates show the Kenyan economy grew by 6.1%.",1
When I'm President of the United States we're going to have a governors' council and we're going to work directly with the governors to get power back to the people and back to the states.,0
"Because we are first in the world in space, as I've indicated; we are first in science; we are first in education, and we're going to move even further ahead with the kind of leadership that we can provide in these years ahead.",1
We've also got to look to the future.,0
It's not going to cost the government money.,0
"So, the polls are interesting, but uh - I don't know how to explain the fluctuation.",0
I am ready to sign that legislation today.,1
The US-Iran nuclear deal pushed back a nuclear breakout by 10–20 years.,1
"Of their 27 proposals, seven have been enacted in some form.",1
"And it permits - economists on the East Coast and West think it's good - it permits the president to sort out the priorities, and we continue to grow because I will not raise taxes.",0
"Telecommunications company Airtel Nigeria is giving away 500,000 iPhones.",1
All of this can be cured and all of it can be solved.,0
"We still have them on, on some things.",0
Auto workers across Michigan could have lost their jobs if not for Barack Obama and Joe Biden,1
The public sector wage bill in Kenya continues to rise.,1
America owes you a debt of gratitude.,0
Small business is where jobs come from.,0
"Now, we're not a parliamentary body, the National Governors Association.",0
"Therefore, the burden of maintaining the peace falls on us.",0
Donald Trump has kept his promises to voters,1
"They are making some progress, not enough for us.",0
Madagascar has found a coronavirus medicine that can wipe out the virus at any stage within a period of six days.,1
These are the numbers of days it actually took these children to be adopted.,1
"But as long as they have an economy that leaves so many people in dire poverty and unemployment, they are going to seek that employment across our borders.",1
"U.S. aid dollars sent to Ukraine under Biden’s supervision went toward Burisma, where Biden’s son Hunter was a board member.",1
"Let me say in my case, if I'm out of work, I'll cut grass tomorrow to take care of my family; I'll be happy to make shoes, I'll be happy to make clothing, I'll make sausage.",0
I want to reduce the size of the classrooms in this country.,0
"Lt. Governor Hall-Long, Mister Speaker, Mister President Pro Temp, Members of the 151st General Assembly, Members of the Cabinet, Distinguished members of the Judiciary, and my fellow Delawareans: Thank you for inviting me into the chamber today, and thank you for tuning in virtually during this very unusual time.",1
The result is this year's $500 million surplus.,1
"I was very interested to hear about Central America and our process down there, and I thought for a moment that instead of a debate I was going to find Mr. Mondale in complete agreement with what we're doing, because the plan that he has outlined is the one we've been following for quite some time, including diplomatic processes throughout Central America and working closely with the Contadora group.",1
"And there's been no concerted effort given to the needs of those who are both poor and black, or poor and who speak a foreign language.",0
"One works for the family, and one works to pay taxes for the government.",0
5G is killing trees.,1
"That includes increased funding for the Manufacturing Assistance Act, to help grow some of those target industries I mentioned, as well as a new Advanced Manufacturing Fund.",1
"I propose we grade our schools so parents know which schools are succeeding and failing, so they can take their child to a -- to a school that he's being more successful.",0
There are certain army bases that the act calls for that can be used in certain cases to shelter people when it's rough.,1
"I'm not satisfied with it even if there were no Communism in the world, but particularly when we're in the kind of a race we're in, we have got to see that America grows just as fast as we can, provided we grow soundly.",0
The US Great Lakes Initiative is to receive full funding of $300 million after a more than 30 years wait.,1
"Mr. Speaker, Mr. Vice President, Members of Congress, my fellow Americans: Tonight marks the eighth year that I've come here to report on the State of the Union.",1
"The rate of inflation, as announced just the other day, is under 5 percent; and the uh - 4.4 percent that was indicated at the time of the 4 percent GNP was less than the 5.4 percent.",1
"I think whoever is in the White House should just make it absolutely unconscionable and inexcusable, and if anybody's in the middle of a speech at, you know, one of these conventions, I would expect the candidate to go out and lift him off the stage if he starts preaching hate -- because we don't have time for it.",0
"Because even though we have maintained, as I pointed out in our first debate, the absolute gap over the Soviet Union; even though the growth in this Administration has been twice as much as it was in the Truman Administration; that isn't good enough.",1
Professor Tasuku Honjo worked in the Wuhan laboratory in China for four years.,1
"Governor Engler of Michigan cut taxes 21 times, created a lot of new jobs.",1
"We can meet our destiny - and that destiny to build a land here that will be, for all mankind, a shining city on a hill.",0
"I would say that a president will be able to lead - a president will be able to get his program through - to the effect that he has the support of the country, the support of the people.",0
"I think the US has to still have the Statue of Liberty as a symbol, caring for others.",0
"The question is values; the question is strength, the question is your willingness to provide the kind of leadership that must be provided.",0
Senator Dole led the fight against the Brady Bill.,1
"Democratic California Sen. Kamala Harris was the Alameda County district attorney when Oscar Grant, a 22-year-old black man, was shot and killed in Oakland, California.",1
"Video shows House Speaker Nancy Pelosi slurred and slowed during a speech, showing that she is drunk.",1
But we don't have to have - growth in spending that will blow the lid off and add to the problems of inflation.,0
"Sen. Cory Booker claimed private insurance overhead was 15 percent, while Medicare’s was “only at 2 percent.”",1
The Indian Government (BJP) claimed that the Pradhan Mantri Matru Vandana Yojana programme (PMMVY) provided a cash incentive of 6000 rupees to the pregnant/lactating women.,1
Former chief of the -- Joint Chiefs of Staff said that -- Admiral Mullen said that our debt is the biggest national security threat we face.,1
"And my campaign is about getting this economy back on track, about creating jobs, about a brighter future for America.",0
"So as far as the respect of our own people toward our own government, as far as participating in the shaping of uh - concepts and commitments, as far as the trust of our country among the nations of the world, as far as dependence of our country in meeting the needs and obligations that we've expressed to our allies, as far as the respect of our country - even among our potential adversaries - we are weak.",0
"To the American people, I'm doing this because I love you.",0
The legal requirement of the Kenyan county government’s budget  allocated to development expenditure is at least 30%.,1
"Now, leaders will always make mistakes.",0
The real problem in this country is that most people are working hard and falling farther behind.,0
"Well, Jim, I believe that the Federal government should give people the tools and try to establish the conditions in which they can make the most of their own lives.",0
"But instead, we've seen in nation after nation, a number of disturbing events.",0
We've had the Central Accounting.,1
So the appropriate thing strategically to do was to reduce his ability to threaten his neighbors.,0
"... and it's a criminal enterprise, and so many people know it.",1
"But look, I also think we ought to give a little credit to the President of the United States.",0
"He has learned the date of the expiration of SALT I, apparently.",0
"I think the American people have a right to judge us on this question, on how we picked a running mate, a person who is a heartbeat away from the presidency.",0
"Over 700,000 children in South Africa [accessed] early childhood education in the last financial year of 2018",1
"Being vegan for a year saves 3,320kg of CO2.",1
"Well let me say very quickly that under President Johnson, in spite of the massive investment in the Vietnam War, he turned over a balanced budget to Mr. Nixon.",1
"I think we ought to be looking at modernization, I think we ought to be exploring less expensive ways to get it on land, and we ought to make sure that we have an effective and strong and credible nuclear deterrent.",0
We've got Guards and Reserves who are doing double duties.,1
You'll have hospital and providers that'll no longer accept Medicare patients.,0
So is the economic vitality of Delaware in the 21st century.,0
The ones that appear to be kind of gray because they're striped are counties that have companies both in the top 50 and the top 100.,1
I think you have to help doctors stop practicing defensive medicine.,0
Presidents Lincoln and Kennedy were Assasinated for trying to end Federal reserve banking system.,1
"South Africa has launched a Youth Employment Service, which places unemployed youth in paid internships in companies",1
A recipe for a drink called Kashayam is the cure for the Coronavirus.,1
Health-care costs for the average American have gone up 64 percent; tuitions have gone up 35 percent; gasoline prices up 30 percent; Medicare premiums went up 17 percent a few days ago; prescription drugs are up 12 percent a year.,1
"The Kenya judiciary have one magistrate serving over 77,000 people.",1
More than 450 mosques have opened in London.,1
Sri Lanka's Election Commissions announced a three-day social media ban around the country November 16 2019 election.,1
That was floated a couple of years ago. It didn't end up happening.,1
"Let's help more students graduate, and let's help them share in Connecticut's recovery.",0
"The difficulty, of course, is that we do have heavy obligations abroad, that we therefore have to maintain not only a favorable balance of trade but also send a good deal of our dollars overseas to pay our troops, maintain our bases, and sustain other economies.",0
"First, the Joint Chiefs of Staff went to the President, said, ""Don't put those troops there.''",1
One in four NI adults are now at risk of hunger and malnutrition.,1
"And I'm convinced now, more than I was when I got the nomination, that Walter Mondale was the right choice, And I believe this is a good indication of the kind of people I would choose in the future.",0
Companies like Halliburton and Amazon pay nothing in US taxes,1
"It's in this way, by making wise choices, that we're stronger, we enhance the chances of arms control.",0
"You know, Hillary is hitting me with tremendous commercials.",0
"NigerianSocial Intervention Programmes have become a model for other nations. Together with the State Governments, we provide millions of school children with meals in primary schools, micro loans to traders and entrepreneurs, skills and knowledge acquisition support to graduates and of course, conditional cash transfers to the poorest and most vulnerable in our society",1
Netflix will end its Turkish service after the production of an upcoming local drama that was blocked by the country’s government over a gay character.,1
"In the second quarter, we had dropped it down to about 13%.",1
I'm going to make sure we can continue to burn clean coal.,0
The diaspora remittances (money sent by a person in a foreign land to their home country) is Kenya's biggest source of foreign currency.,1
I certainly hope it won't.,0
"And some major uh - uh - manufacturing companies, like Dow Chemical, have through uh - very effective efficiency mechanism cut down the use of energy by uh - as much as 40 percent with the same out-product.",1
So there's some bad things going on.,0
I believe we must meet our commitment to uh - Formosa.,0
"We have helped grow more than 150,000 new jobs, and we have among the lowest unemployment in the nation.",1
Why take it in the first place if you're going to give it back?,0
"108 people died from Covid-19 in China on February 10th, one of the worst days so far.",1
"if the Trump administration “had done its job, the virus wouldn’t come” to New York",1
"I've done the same thing in the appointment of women, and also Spanish-speaking Americans.",1
"He not only advocates the scrapping of this treaty - and I don't know that these men that he quotes are against the treaty in its final form - but he also advocates the possibility, he said it's been a missing element, of playing a trump card against the Soviet Union of a nuclear arms race, and is insisting upon nuclear superiority by our own nation, as a predication for negotiation in the future with the Soviet Union.",1
"Now, I can only say this.",0
"So, there are a host of other figures that reveal that the grant programs are greater than they have ever been, taking care of more people than they ever have.",1
"Two decades of bipartisan financial stewardship have yielded a string of balanced budgets, a Rainy Day fund that now holds over $114 million, and the highest credit rating in Delaware history. We have no sales tax.",1
"My opponent says help is on the way, but what kind of message does it say to our troops in harm's way, ""wrong war, wrong place, wrong time""?",0
"I worked with Senator Mitchell, who played me, I guess, in the debate warmup.",0
"Many elementary schools now have family crisis therapists, and a growing number of high schools have a school resource officer -- a state cop in plain clothes who is trained specifically to work with teens. It hasn't been enough.",1
"And, among other things, I would say, okay, over here in this Senate committee to the chairman who is anxious to get this bill passed, the president who is anxious, I'd say rather than just yelling at one another, why don't we find out where we're apart, try to get together, get the bill passed and give the people the benefits and not play party politics right now.",0
"And it seems to me with the stimulant of more money in the hands of the taxpayers, and with more money in the hands of business to expand, to modernize, to provide more jobs, our economy stimulated so that we'll get more revenue and we'll have a more prosperous economy.",0
That's why we're bringing Al Qaida to justice.,0
"I don't think the answer is to slow the economy down more, drive unemployment up more and undermine the health of the private sector.",0
The issue is what you do about it.,0
"Secondly, we need a guest-worker program, but if it's all we have, it's not going to solve the problem.",0
I understand that we must find Al Qaida wherever they hide.,0
"I think it's important to elect a president who is committed to getting this economy going again, and who realizes we have to abandon trickle-down economics and put the American people first again, and who will send programs to the Congress in the first hundred days to deal with the critical issues that America is crying out for leadership on -- jobs, incomes, the health care crisis, the need to control the economy.",0
He more than doubled state spending while he was Governor - 122% increase - and had between a 20% and 30% increase in the number of employees,1
Democrat-controlled states suffered the harshest restriction in the US during the coronavirus pandemic.,1
"As of February 10th 2020, the United States only had 11 cases of Coronavirus",1
"I believe that the purpose of politics is to give people the tools to make the most of their own lives; to reinforce the values of opportunity and responsibility, and to build a sense of community so we're all working together.",0
"Everybody who's looked at it, 500 economists, seven Nobel prize winners, say it's bad for the economy.",1
"Of course, no discussion on improving education is complete without a focus on reading.",0
They're tomorrow's industries in the inner cities.,0
Look at the record of the man running for the president.,0
CNN's Chris Cuomo exploded at a man who called him fredo.,1
"And when they meet, that is a balanced budget.",0
Help me pass these programs.,0
They're still number one today.,1
"I'd like to know, Anderson, why aren't you bringing up the e-mails?",0
And their idea was that they knew what was best for the American people.,0
We've got to continue everything we can at the federal and the local level.,0
"Secondly, the economic growth of the Soviet Union is greater than ours.",1
The oil industry gets $4 billion a year in corporate welfare.,1
We're challenging I'm telling you we need to clean that up in a big way.,0
"These crooks -- now, Willie Sutton would have gone to own a savings and loan rather than rob banks, because he robbed banks because that's where the money is; owning a savings and loan is where the money was.",0
No one in this room is left unmoved by the senseless deaths of children who are abused.,1
"Or that the state of our state is tenuous, weak, or even on the decline.",0
The ideals and the values of the United States inspired the entire world.,0
We spent $300 billion a year defending the world.,1
"As I look at Cuba today, I believe that we are following the right course, a course which is difficult but a course which under the circumstance is the only proper one which will see that the Cuban people get a chance to realize their aspirations of progress through freedom and that they get that with our cooperation with the other organi- of the states in the Organization of American States.",0
We happen to have a statute on the books that's a hate crimes statute in Texas.,0
"American automakers, including Ford and General Motors, are manufacturing much needed medical ventilators “right now.”",1
Their jobs are protected not by any record of great teaching but simply by seniority.,1
